customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
1098-TDVUQ,Female,No,No,1,Yes,No,Month-to-month,19.25,19.25,No
7277-OZCGZ,Female,No,No,22,Yes,Fiber optic,Month-to-month,89.05,1886.25,No
1557-EMYVT,Female,No,No,43,Yes,Fiber optic,Two year,115.05,4895.1,No
2799-ARNLO,Female,Yes,No,5,Yes,Fiber optic,Month-to-month,69.35,341.6,No
7563-BIUPC,Male,No,No,5,Yes,Fiber optic,Month-to-month,80.6,415.55,Yes
5027-YOCXN,Male,Yes,Yes,51,Yes,Fiber optic,One year,110.05,5686.4,No
3973-SKMLN,Male,No,No,71,Yes,No,Two year,19.9,1355.1,No
2321-OMBXY,Female,Yes,Yes,38,Yes,DSL,One year,80.3,3058.65,Yes
2840-XANRC,Male,Yes,No,24,Yes,Fiber optic,Month-to-month,93.15,2231.05,Yes
6745-JEFZB,Male,Yes,No,35,Yes,Fiber optic,Month-to-month,91.5,3236.35,No
5020-ZSTTY,Female,No,No,54,Yes,DSL,One year,82.45,4350.1,Yes
9880-TDQAC,Female,Yes,Yes,72,No,DSL,Two year,60,4264,No
8705-WZCYL,Male,No,No,1,Yes,DSL,Month-to-month,44.8,44.8,No
7102-JJVTX,Female,Yes,Yes,9,Yes,DSL,One year,48.6,422.3,No
8626-PTQGE,Male,No,No,69,No,DSL,Two year,60.05,4176.7,No
4983-CLMLV,Female,Yes,No,52,Yes,Fiber optic,Month-to-month,102.7,5138.1,No
5701-YVSVF,Female,Yes,No,11,Yes,Fiber optic,Month-to-month,82.9,880.05,No
5804-LEPIM,Female,No,No,2,Yes,Fiber optic,Month-to-month,70.35,139.05,Yes
5697-GOMBF,Female,Yes,Yes,28,No,DSL,Month-to-month,35.9,973.65,No
2739-CACDQ,Female,No,No,17,Yes,Fiber optic,Month-to-month,82.65,1470.05,No
9385-EHGDO,Female,Yes,Yes,35,Yes,No,Two year,19.85,739.35,No
9498-FIMXL,Female,No,No,8,Yes,No,One year,19.2,161.95,No
2379-GYFLQ,Male,No,No,46,Yes,Fiber optic,One year,94.9,4422.95,No
0122-OAHPZ,Female,No,No,7,Yes,Fiber optic,Month-to-month,73.85,511.25,Yes
2868-SNELZ,Female,No,No,2,Yes,Fiber optic,Month-to-month,80.6,155.8,Yes
4322-RCYMT,Male,Yes,Yes,68,Yes,DSL,One year,75.8,5293.95,Yes
6680-NENYN,Female,No,No,43,Yes,Fiber optic,Two year,104.6,4759.85,Yes
2088-IEBAU,Female,No,No,68,Yes,DSL,Two year,88.15,6148.45,No
7982-VCELR,Female,No,No,36,Yes,Fiber optic,Month-to-month,94.8,3565.65,No
1343-EHPYB,Male,Yes,No,63,Yes,Fiber optic,Month-to-month,103.4,6603,Yes
6035-BXTTY,Female,No,No,32,Yes,DSL,Month-to-month,54.65,1830.1,No
6885-PKOAM,Female,Yes,No,71,Yes,DSL,Two year,85.75,6223.8,No
7520-HQWJU,Female,Yes,Yes,66,Yes,DSL,Month-to-month,67.45,4508.65,No
9639-BUJXT,Male,No,No,63,Yes,No,One year,20.5,1328.15,No
5924-SNGKP,Female,No,Yes,41,Yes,No,One year,20.25,865,No
0021-IKXGC,Female,No,No,1,Yes,Fiber optic,Month-to-month,72.1,72.1,No
2034-GDRCN,Female,No,No,2,Yes,Fiber optic,Month-to-month,90.4,168.2,Yes
8966-SNIZF,Female,Yes,No,70,Yes,No,Two year,19.45,1303.5,No
6243-OZGFH,Female,No,No,23,No,DSL,Month-to-month,44.95,996.85,No
4654-DLAMQ,Female,Yes,No,64,Yes,Fiber optic,One year,97,6430.9,No
0513-RBGPE,Male,Yes,Yes,37,Yes,DSL,Two year,62.8,2278.75,No
5160-UXJED,Male,No,Yes,17,Yes,DSL,One year,44.6,681.4,No
4115-NZRKS,Female,No,No,7,Yes,Fiber optic,Month-to-month,89.15,574.35,No
0219-YTZUE,Male,Yes,Yes,4,Yes,Fiber optic,Month-to-month,84.8,371.9,Yes
0623-IIHUG,Female,No,No,21,No,DSL,Month-to-month,41.9,840.1,Yes
4572-DVCGN,Female,No,No,10,Yes,Fiber optic,Month-to-month,80.25,846,Yes
3351-NGXYI,Female,No,No,16,Yes,DSL,Month-to-month,54.1,889,No
8984-EYLLL,Male,Yes,No,64,Yes,Fiber optic,Two year,105.25,6823.4,No
9057-MSWCO,Male,Yes,No,27,No,DSL,Month-to-month,30.75,805.1,Yes
9833-TGFHX,Male,Yes,Yes,42,Yes,Fiber optic,One year,97.1,4016.75,No
9294-TDIPC,Male,No,Yes,5,Yes,No,Month-to-month,20.2,83.75,No
5229-DTFYB,Female,No,No,41,Yes,Fiber optic,Two year,98.8,3959.15,No
0104-PPXDV,Male,Yes,No,58,Yes,DSL,One year,50.3,2878.55,No
5176-LMJXE,Female,No,No,47,Yes,No,Two year,20.55,945.7,No
3583-KRKMD,Male,No,No,18,Yes,Fiber optic,Month-to-month,75.9,1373.05,No
1010-DIAUQ,Male,No,No,5,Yes,Fiber optic,Month-to-month,96.5,492.55,Yes
9069-LGEUL,Male,Yes,No,23,Yes,DSL,Month-to-month,59.95,1406,No
7302-ZHMHP,Female,No,No,1,Yes,No,Month-to-month,19.15,19.15,No
9571-EDEBV,Male,Yes,No,71,Yes,Fiber optic,One year,98.65,6962.85,No
3520-FJGCV,Male,Yes,Yes,72,Yes,Fiber optic,Two year,112.6,8126.65,No
6563-VRERX,Male,Yes,Yes,33,Yes,No,One year,20.6,690.25,No
0259-GBZSH,Male,No,No,2,Yes,Fiber optic,Month-to-month,85.65,181.5,Yes
6122-EFVKN,Male,No,Yes,24,No,DSL,Two year,35.75,830.8,No
2805-EDJPQ,Female,Yes,Yes,56,Yes,Fiber optic,One year,99.75,5608.4,No
6862-CQUMB,Male,No,No,37,Yes,Fiber optic,Month-to-month,96.1,3646.8,No
7156-MXBJE,Female,No,No,43,Yes,DSL,One year,85.1,3662.25,No
6158-HDPXZ,Male,No,No,1,No,DSL,Month-to-month,25.35,25.35,No
9601-BRXPO,Female,Yes,No,25,Yes,Fiber optic,Month-to-month,104.95,2566.5,Yes
2863-IMQDR,Female,No,No,61,Yes,DSL,Two year,89.65,5308.7,No
5686-CMAWK,Male,No,No,17,Yes,Fiber optic,One year,86.75,1410.25,No
5651-CRHKQ,Female,Yes,No,41,Yes,Fiber optic,One year,86.2,3339.05,No
6905-NIQIN,Male,No,No,1,Yes,DSL,Month-to-month,50.65,50.65,Yes
8204-YJCLA,Male,Yes,Yes,72,No,DSL,Two year,64.8,4732.35,No
5167-ZFFMM,Male,No,No,1,Yes,Fiber optic,Month-to-month,90.85,90.85,Yes
6583-SZVGP,Male,No,No,48,Yes,Fiber optic,Two year,108.1,5067.45,No
4895-TMWIR,Male,Yes,No,11,Yes,No,Month-to-month,19.95,214.75,Yes
0533-BNWKF,Female,Yes,No,55,Yes,Fiber optic,Month-to-month,85.45,4874.7,Yes
1708-PBBOA,Female,No,No,42,No,DSL,One year,54.75,2348.45,No
8782-LKFPK,Male,No,No,44,Yes,Fiber optic,Month-to-month,90.4,4063,No
5522-JBWMO,Male,No,Yes,1,Yes,DSL,Month-to-month,44,44,No
3597-MVHJT,Female,No,No,27,Yes,Fiber optic,Month-to-month,95.6,2595.25,No
9774-NRNAU,Male,Yes,No,27,Yes,DSL,Month-to-month,84.8,2309.55,No
0224-RLWWD,Female,No,No,2,Yes,DSL,Month-to-month,44.3,89.3,No
9967-ATRFS,Female,No,No,19,Yes,No,Month-to-month,19.9,367.55,No
3951-NJCVI,Female,Yes,No,42,Yes,Fiber optic,Month-to-month,95.05,3944.5,No
2977-CEBSX,Female,No,No,66,Yes,DSL,Two year,90.05,5965.95,No
0177-PXBAT,Male,Yes,No,33,Yes,Fiber optic,Month-to-month,109.9,3694.7,No
6599-CEBNN,Female,No,No,34,Yes,Fiber optic,Month-to-month,73.95,2524.45,Yes
2519-ERQOJ,Male,No,No,33,No,DSL,Month-to-month,54.6,1803.7,No
5876-QMYLD,Female,Yes,Yes,23,Yes,No,One year,20.05,415.1,No
2277-AXSDC,Female,No,No,32,Yes,No,One year,19.75,624.15,No
9442-JTWDL,Female,No,No,11,Yes,No,One year,20.05,237.7,No
0979-PHULV,Male,Yes,Yes,69,Yes,Fiber optic,Month-to-month,99.45,7007.6,Yes
3067-SVMTC,Female,Yes,No,68,Yes,DSL,One year,55.9,3848.8,No
5495-GPSRW,Male,No,No,20,Yes,No,Two year,19.7,419.4,No
7606-BPHHN,Male,No,No,72,Yes,No,Two year,19.8,1468.75,No
4742-DRORA,Male,Yes,Yes,60,Yes,Fiber optic,One year,95.4,5812,No
0111-KLBQG,Male,Yes,Yes,32,Yes,Fiber optic,Month-to-month,93.95,2861.45,No
4800-VHZKI,Female,No,No,1,Yes,No,Month-to-month,19.9,19.9,Yes
7989-CHGTL,Male,No,No,1,Yes,No,Month-to-month,19.6,19.6,Yes
0334-GDDSO,Male,No,No,3,Yes,Fiber optic,Month-to-month,81.35,233.7,Yes
4163-NCJAK,Female,Yes,No,46,Yes,No,One year,24.45,1066.15,No
5233-AOZUF,Female,Yes,No,29,Yes,Fiber optic,Month-to-month,74.95,2149.05,No
5973-EJGDP,Male,No,No,51,Yes,Fiber optic,Month-to-month,87.35,4473,No
1996-DBMUS,Female,Yes,No,48,Yes,Fiber optic,Month-to-month,70.65,3545.05,No
7916-VCCPB,Female,Yes,Yes,16,Yes,Fiber optic,Month-to-month,73.25,1195.75,No
4686-GEFRM,Male,Yes,No,70,Yes,Fiber optic,Two year,98.7,6858.9,No
5249-QYHEX,Female,Yes,Yes,40,Yes,No,Two year,24.8,1024.7,No
0578-SKVMF,Female,Yes,Yes,22,Yes,Fiber optic,Month-to-month,83.3,1845.9,Yes
5564-NEMQO,Female,No,No,1,Yes,Fiber optic,Month-to-month,75.3,75.3,Yes
2233-FAGXV,Female,Yes,Yes,5,Yes,No,Month-to-month,24.3,132.25,No
5605-IYGFG,Female,No,No,7,Yes,Fiber optic,Month-to-month,69.85,515.45,No
7663-ZTEGJ,Male,No,Yes,29,Yes,Fiber optic,One year,100.55,2830.45,No
3935-TBRZZ,Male,Yes,Yes,44,Yes,No,One year,25.7,1110.5,No
8111-BKVDS,Female,No,No,10,No,DSL,Month-to-month,40.7,449.3,No
2055-SIFSS,Female,Yes,No,55,Yes,DSL,Month-to-month,51.65,2838.55,No
2806-MLNTI,Male,Yes,No,52,Yes,Fiber optic,One year,105.1,5376.4,No
8734-DKSTZ,Female,Yes,Yes,10,Yes,Fiber optic,Month-to-month,85.95,858.6,No
4360-PNRQB,Male,No,No,18,Yes,Fiber optic,Month-to-month,75.6,1395.05,No
6152-ONASV,Female,Yes,No,68,Yes,DSL,One year,58.25,3975.7,No
9063-ZGTUY,Female,Yes,Yes,61,Yes,No,Month-to-month,19.4,1182.55,Yes
7781-HVGMK,Female,Yes,Yes,72,No,DSL,Two year,65.2,4784.45,No
2181-UAESM,Male,No,No,2,Yes,DSL,Month-to-month,53.45,119.5,No
2957-LOLHO,Male,No,No,12,Yes,DSL,Month-to-month,45.4,518.9,Yes
6048-NJXHX,Male,Yes,No,41,Yes,No,Two year,19.75,899.45,No
2320-SLKMB,Female,No,No,26,No,DSL,Month-to-month,44.45,1183.8,No
4980-URKXC,Male,Yes,No,36,Yes,No,One year,20.85,720.05,No
4376-KFVRS,Male,Yes,Yes,72,Yes,Fiber optic,Two year,114.05,8468.2,No
5886-VLQVU,Male,Yes,No,35,Yes,Fiber optic,Month-to-month,89.85,3161.2,No
3577-AMVUX,Male,No,No,1,Yes,DSL,Month-to-month,55.05,55.05,No
0771-WLCLA,Female,Yes,Yes,16,Yes,Fiber optic,Month-to-month,112.95,1882.55,No
5628-RKIFK,Female,No,No,49,Yes,Fiber optic,Month-to-month,101.55,5070.4,No
0206-TBWLC,Female,Yes,No,54,Yes,Fiber optic,One year,114.65,6049.5,No
2937-FTHUR,Female,No,Yes,18,Yes,DSL,Month-to-month,64.8,1166.7,No
1910-FMXJM,Female,Yes,No,36,Yes,Fiber optic,Month-to-month,80.4,2937.65,No
7752-XUSCI,Female,No,No,60,Yes,Fiber optic,Month-to-month,105.9,6396.45,Yes
4110-PFEUZ,Female,No,No,1,Yes,Fiber optic,Month-to-month,69.55,69.55,Yes
0732-OCQOC,Female,Yes,Yes,52,Yes,No,Two year,25.05,1270.25,No
5168-MSWXT,Male,Yes,Yes,8,Yes,Fiber optic,Month-to-month,94.75,759.55,No
1090-ESELR,Male,Yes,Yes,72,Yes,Fiber optic,Two year,105.5,7611.55,No
8592-PLTMQ,Female,No,No,64,Yes,No,One year,24.7,1642.75,No
5760-WRAHC,Female,No,No,22,Yes,DSL,Month-to-month,69.75,1545.4,No
8847-GEOOQ,Male,Yes,No,60,No,DSL,Month-to-month,60.2,3582.4,No
0256-LTHVJ,Female,Yes,Yes,28,Yes,Fiber optic,Month-to-month,81.05,2227.1,Yes
4785-FCIFB,Female,Yes,No,61,Yes,No,Two year,24.4,1417.9,No
8313-NDOIA,Female,No,No,24,Yes,Fiber optic,Month-to-month,104.15,2494.65,No
5149-CUZUJ,Male,Yes,Yes,28,Yes,Fiber optic,One year,92.9,2768.35,No
0942-KOWSM,Female,Yes,Yes,30,Yes,DSL,Two year,80.8,2369.3,No
4237-CLSMM,Male,Yes,No,2,Yes,No,Month-to-month,20,38,No
1452-VOQCH,Male,No,No,1,Yes,Fiber optic,Month-to-month,75.1,75.1,No
4719-UMSIY,Male,No,Yes,6,Yes,No,Month-to-month,19.65,100.9,No
6614-VBEGU,Female,Yes,No,24,Yes,DSL,Month-to-month,69.45,1614.05,No
0880-TKATG,Male,Yes,Yes,4,Yes,Fiber optic,Month-to-month,101.15,385.9,Yes
3811-VBYBZ,Male,No,No,7,Yes,Fiber optic,Month-to-month,99.8,673.25,Yes
1480-BKXGA,Male,Yes,No,72,Yes,Fiber optic,Two year,116.05,8404.9,No
2996-XAUVF,Male,No,No,70,No,DSL,Two year,40.05,2799.75,No
9076-AXYIK,Male,Yes,No,64,Yes,Fiber optic,Two year,102.1,6538.45,No
5968-XQIVE,Male,Yes,Yes,72,Yes,Fiber optic,One year,89.7,6588.95,No
8896-RAZCR,Female,No,Yes,44,Yes,No,Two year,19.9,868.1,No
4640-UHDOS,Female,Yes,Yes,13,Yes,DSL,Month-to-month,55.95,734.35,Yes
4933-IKULF,Female,No,No,17,Yes,No,One year,20.65,330.6,No
3583-EKAPL,Male,No,No,1,Yes,DSL,Month-to-month,55,55,Yes
1304-BCCFO,Male,Yes,No,9,Yes,DSL,Month-to-month,70.05,564.4,No
4104-PVRPS,Male,Yes,No,24,Yes,DSL,Month-to-month,53.6,1315.35,No
9399-APLBT,Female,Yes,Yes,1,Yes,Fiber optic,Month-to-month,74.7,74.7,Yes
2359-KMGLI,Male,No,No,24,Yes,Fiber optic,Month-to-month,80.25,1861.5,Yes
3780-DDGSE,Male,Yes,Yes,35,Yes,DSL,Month-to-month,76.05,2747.2,No
4431-EDMIQ,Female,Yes,Yes,7,Yes,DSL,Month-to-month,75.7,554.05,No
0306-JAELE,Male,No,No,5,Yes,Fiber optic,Month-to-month,96.1,453.4,Yes
6227-HWPWX,Female,No,Yes,15,Yes,Fiber optic,Month-to-month,69,994.8,Yes
0486-LGCCH,Male,Yes,Yes,11,Yes,No,Two year,19.65,225.75,No
0447-BEMNG,Female,Yes,No,48,No,DSL,Month-to-month,45.3,2145,Yes
4612-SSVHJ,Female,No,No,20,Yes,Fiber optic,Month-to-month,81.45,1671.6,No
5168-MQQCA,Female,Yes,No,72,Yes,Fiber optic,One year,108.5,8003.8,No
5949-XIKAE,Female,Yes,Yes,8,Yes,Fiber optic,Month-to-month,83.55,680.05,Yes
7971-HLVXI,Male,Yes,Yes,72,Yes,Fiber optic,Two year,84.5,6130.85,No
9094-AZPHK,Female,No,No,15,Yes,Fiber optic,Month-to-month,100.15,1415,No
3649-JPUGY,Male,No,No,72,Yes,DSL,Two year,88.6,6201.95,No
4472-LVYGI,Female,Yes,Yes,0,No,DSL,Two year,52.55, ,No
8372-JUXUI,Male,No,Yes,1,Yes,Fiber optic,Month-to-month,74.35,74.35,Yes
3552-CTCYF,Male,Yes,Yes,63,Yes,Fiber optic,Two year,104.8,6597.25,No
6778-YSNIH,Female,No,No,2,Yes,DSL,Month-to-month,59,114.15,No
0388-EOPEX,Female,Yes,No,2,Yes,Fiber optic,Month-to-month,74.4,139.4,Yes
5756-OZRIO,Male,Yes,No,61,Yes,DSL,One year,64.05,3902.6,No
6579-JPICP,Male,No,No,1,Yes,No,Month-to-month,20.4,20.4,No
8205-OTCHB,Male,No,No,22,No,DSL,One year,43.75,903.6,Yes
4134-BSXLX,Male,Yes,No,28,Yes,DSL,Month-to-month,60.9,1785.65,No
0505-SPOOW,Female,Yes,No,70,Yes,No,Two year,19.8,1397.65,No
6235-VDHOM,Female,No,No,5,No,DSL,Month-to-month,28.45,131.05,Yes
7783-YKGDV,Female,No,No,12,Yes,Fiber optic,Month-to-month,99.7,1238.45,Yes
4374-YMUSQ,Male,No,No,34,Yes,Fiber optic,One year,116.25,3899.05,No
4513-CXYIX,Female,Yes,No,71,Yes,Fiber optic,Two year,80.7,5676,No
3957-HHLMR,Female,Yes,Yes,70,Yes,DSL,One year,65.2,4543.15,No
7803-XOCCZ,Female,Yes,Yes,52,Yes,Fiber optic,Month-to-month,84.05,4326.8,No
5736-YEJAX,Male,No,Yes,69,Yes,DSL,Two year,79.45,5502.55,No
5609-CEBID,Female,No,No,20,Yes,Fiber optic,Month-to-month,94.1,1782.4,Yes
8981-FJGLA,Male,No,Yes,11,Yes,Fiber optic,Month-to-month,78,851.8,No
7218-HKQFK,Male,Yes,No,2,Yes,Fiber optic,Month-to-month,94.2,167.5,Yes
4636-QRJKY,Female,Yes,Yes,6,Yes,Fiber optic,Month-to-month,80.5,502.85,Yes
1135-LMECX,Female,No,No,1,Yes,No,Month-to-month,19.85,19.85,No
4332-MUOEZ,Male,Yes,Yes,20,Yes,Fiber optic,One year,94.3,1818.3,No
8535-SFUTN,Male,No,No,61,Yes,Fiber optic,Month-to-month,106.45,6300.15,No
5956-VKDTT,Female,Yes,No,5,Yes,Fiber optic,Month-to-month,74.35,334.8,Yes
8677-HDZEE,Female,No,No,56,Yes,Fiber optic,Month-to-month,105.45,5916.95,No
2475-MROZF,Male,No,No,30,Yes,Fiber optic,Month-to-month,95,2852.4,No
9412-GHEEC,Male,No,No,40,Yes,Fiber optic,Month-to-month,104.8,4131.95,Yes
3482-ABPKK,Female,No,No,28,Yes,DSL,One year,54.3,1546.3,No
6705-LXORM,Female,Yes,No,5,Yes,Fiber optic,Month-to-month,70.05,302.6,No
0257-ZESQC,Female,Yes,No,27,Yes,Fiber optic,Month-to-month,75.2,1929.35,Yes
7531-GQHME,Male,No,No,12,Yes,No,Month-to-month,20.05,265.45,No
5174-ITUMV,Male,Yes,Yes,67,Yes,Fiber optic,One year,105.4,6989.45,No
4109-CYRBD,Male,Yes,No,29,Yes,DSL,Month-to-month,51.6,1442,No
0913-XWSCN,Male,Yes,Yes,55,Yes,Fiber optic,Month-to-month,85.5,4713.4,No
6825-UYPFK,Female,No,No,23,Yes,Fiber optic,Month-to-month,75.6,1758.6,Yes
8397-MVTAZ,Male,Yes,No,34,Yes,Fiber optic,Month-to-month,100.05,3480,Yes
0750-EBAIU,Male,No,No,52,Yes,Fiber optic,One year,91.25,4738.3,No
8606-CIQUL,Male,Yes,Yes,72,Yes,Fiber optic,Two year,115.75,8399.15,No
3571-DPYUH,Male,Yes,Yes,58,Yes,Fiber optic,One year,94.7,5430.35,No
7601-GNDYK,Male,Yes,Yes,35,Yes,No,Two year,19.6,686.95,No
0356-OBMAC,Female,No,No,56,Yes,Fiber optic,Two year,99.9,5706.3,No
8067-NIOYM,Female,Yes,Yes,24,Yes,No,Two year,21.1,490.65,No
1403-GYAFU,Male,Yes,Yes,70,Yes,No,Two year,20.05,1360.25,No
4234-XTNEA,Male,No,No,2,Yes,Fiber optic,Month-to-month,79.95,174.45,No
1297-VQDRP,Male,Yes,Yes,68,Yes,Fiber optic,One year,107.15,7379.8,No
9282-IZGQK,Female,No,No,1,Yes,Fiber optic,Month-to-month,85,85,Yes
5348-CAGXB,Male,No,No,12,Yes,Fiber optic,Month-to-month,89.55,1021.75,No
0621-HJWXJ,Female,Yes,No,63,Yes,Fiber optic,Month-to-month,81.55,5029.05,No
5844-QVTAT,Female,Yes,Yes,33,Yes,DSL,One year,58.45,1955.4,No
8905-IAZPF,Female,Yes,No,69,Yes,Fiber optic,One year,95.65,6744.2,No
5394-MEITZ,Female,Yes,Yes,60,Yes,DSL,Two year,80.6,4946.7,No
6859-QNXIQ,Female,Yes,Yes,72,Yes,Fiber optic,Two year,113.1,8248.5,No
2782-LFZVW,Female,No,No,11,Yes,DSL,Month-to-month,58.95,601.6,No
2866-IKBTM,Female,No,No,1,Yes,No,Month-to-month,19.55,19.55,No
1342-JPNKI,Male,No,No,10,Yes,Fiber optic,Month-to-month,86.05,834.1,Yes
2817-NTQDO,Male,No,No,13,No,DSL,Month-to-month,45.55,597,Yes
7129-AZJDE,Male,Yes,Yes,34,Yes,Fiber optic,One year,78.95,2647.2,No
6986-IJDHX,Male,Yes,Yes,39,Yes,Fiber optic,Month-to-month,86.3,3266,Yes
2560-PPCHE,Female,No,No,65,Yes,Fiber optic,One year,105.05,6744.25,No
4676-MQUEA,Male,Yes,No,50,Yes,Fiber optic,One year,101.9,5265.5,No
8138-EALND,Male,No,No,15,Yes,No,Month-to-month,19.75,311.6,No
3580-HYCSP,Male,Yes,Yes,72,Yes,Fiber optic,Two year,110.3,7966.9,No
1352-HNSAW,Female,Yes,Yes,72,Yes,Fiber optic,Two year,115.6,8220.4,No
2075-PUEPR,Male,Yes,Yes,55,Yes,No,Two year,19.35,1153.25,No
1982-FEBTD,Female,Yes,Yes,23,Yes,No,Two year,25.6,514.75,No
5301-GAUUY,Male,No,No,32,Yes,Fiber optic,Month-to-month,80.35,2596.15,Yes
5791-KAJFD,Female,Yes,Yes,56,Yes,DSL,One year,68.75,3808,No
2654-VBVPB,Female,No,No,1,Yes,No,Month-to-month,19.9,19.9,No
1154-HYWWO,Male,No,No,38,Yes,DSL,One year,70.6,2708.2,No
2501-XWWTZ,Male,No,No,11,Yes,Fiber optic,Month-to-month,70.2,760.05,No
3716-UVSPD,Male,No,No,1,Yes,DSL,Month-to-month,49.3,49.3,No
6815-ABQFQ,Male,Yes,No,56,Yes,Fiber optic,One year,107.25,6033.3,No
7343-EOBEU,Male,Yes,No,3,Yes,No,Month-to-month,23.6,89.05,No
3701-SFMUH,Male,Yes,Yes,7,Yes,DSL,Month-to-month,69.7,516.15,No
6103-LIANB,Male,Yes,Yes,59,Yes,Fiber optic,Two year,99.5,5861.75,No
7319-VENRZ,Male,No,No,7,Yes,DSL,Month-to-month,64.3,445.95,No
5846-NEQVZ,Male,Yes,Yes,71,Yes,DSL,Two year,70.85,4973.4,No
6967-QIQRV,Male,Yes,Yes,15,Yes,Fiber optic,One year,101.9,1667.25,No
5781-RFZRP,Male,Yes,No,71,Yes,DSL,Two year,73.5,5357.75,No
0939-YAPAF,Female,No,No,35,Yes,Fiber optic,Month-to-month,100.25,3527.6,Yes
0308-IVGOK,Female,No,No,11,No,DSL,One year,40.4,422.6,No
7293-LSCDV,Female,Yes,Yes,60,Yes,No,Two year,19.25,1103.25,No
7025-WCBNE,Male,No,No,47,Yes,DSL,Two year,59.6,2754,No
5756-JYOJT,Female,No,No,11,Yes,DSL,One year,64.9,697.25,No
4710-FDUIZ,Male,Yes,No,56,Yes,Fiber optic,One year,100.3,5614.45,Yes
6030-REHUX,Female,Yes,No,28,Yes,Fiber optic,Month-to-month,110.85,3204.4,No
9548-LIGTA,Male,Yes,No,61,Yes,DSL,Two year,81.05,4747.65,No
5150-LJNSR,Male,Yes,Yes,31,Yes,Fiber optic,One year,98.05,3082.1,No
8270-RKSAP,Male,No,No,9,Yes,Fiber optic,Month-to-month,70.5,597.9,No
6522-YRBXD,Male,Yes,No,35,Yes,Fiber optic,Month-to-month,94.55,3365.4,No
2640-LYMOV,Male,No,No,2,Yes,No,Month-to-month,19.65,38.8,No
1218-VKFPE,Female,Yes,Yes,12,Yes,No,Month-to-month,19,233.55,Yes
3627-FHKBK,Female,No,No,1,Yes,Fiber optic,Month-to-month,75.3,75.3,Yes
2865-TCHJW,Female,No,No,4,Yes,Fiber optic,Month-to-month,89.2,346.2,Yes
1423-BMPBQ,Female,Yes,Yes,1,Yes,No,Month-to-month,19,19,No
2393-DIVAI,Female,No,No,3,Yes,No,Month-to-month,20,61.7,No
5192-EBGOV,Female,No,No,1,Yes,Fiber optic,Month-to-month,85.7,85.7,Yes
4568-KNYWR,Male,No,No,52,Yes,DSL,Two year,63.25,3342.45,No
8752-IMQOS,Male,Yes,Yes,5,Yes,No,One year,20.1,85.1,No
0742-LAFQK,Male,Yes,No,72,Yes,Fiber optic,Two year,99.15,7422.1,No
0795-LAFGP,Male,Yes,Yes,71,Yes,DSL,Two year,90.4,6668.05,No
0619-OLYUR,Male,Yes,No,72,Yes,Fiber optic,Two year,111.9,8071.05,No
5512-IDZEI,Male,Yes,Yes,46,Yes,No,One year,24.9,1174.8,No
0459-SPZHJ,Male,Yes,Yes,63,Yes,DSL,Two year,83.5,5435,No
0215-BQKGS,Male,No,No,30,Yes,Fiber optic,Month-to-month,84.3,2438.6,No
9244-ZVAPM,Male,No,No,1,Yes,DSL,Month-to-month,45.6,45.6,No
0719-SYFRB,Female,No,No,12,Yes,DSL,Month-to-month,61.65,713.75,Yes
8208-EUMTE,Male,No,No,16,No,DSL,Two year,54.85,916.15,No
5172-MIGPM,Male,No,No,4,Yes,DSL,Month-to-month,65.55,237.2,No
1710-RCXUS,Male,Yes,No,51,Yes,Fiber optic,One year,90.35,4614.55,No
0374-FIUCA,Male,Yes,No,65,Yes,No,Two year,20.4,1414.45,No
5839-SUYVZ,Male,No,No,16,Yes,Fiber optic,Month-to-month,74.55,1170.5,No
5173-ZXXXL,Male,No,No,2,Yes,No,One year,19.95,47.7,No
1096-ADRUX,Female,Yes,Yes,66,Yes,Fiber optic,One year,74.25,4859.25,No
2001-MCUUW,Male,No,No,46,Yes,Fiber optic,Two year,108.65,4903.2,No
2731-GJRDG,Female,No,No,32,Yes,Fiber optic,One year,109.55,3608,No
4723-BEGSG,Male,Yes,No,72,Yes,DSL,Two year,86.65,6094.25,No
6516-NKQBO,Male,Yes,Yes,38,Yes,DSL,Two year,81,3084.9,No
8672-OAUPW,Male,No,Yes,51,Yes,DSL,One year,47.85,2356.75,No
8207-DMRVL,Male,Yes,Yes,72,Yes,Fiber optic,Two year,114.55,8306.05,No
3419-SNJJD,Female,Yes,No,65,Yes,Fiber optic,Month-to-month,105.25,6786.4,Yes
6543-CPZMK,Male,Yes,Yes,9,No,DSL,Month-to-month,29.95,248.95,Yes
4765-OXPPD,Female,Yes,Yes,9,Yes,DSL,Month-to-month,65,663.05,Yes
2804-ETQDK,Male,No,Yes,66,Yes,No,Two year,20.55,1357.1,No
6689-VRRTK,Female,No,No,44,Yes,Fiber optic,One year,109.8,4860.35,No
7138-GIRSH,Male,No,No,50,Yes,DSL,Two year,69.5,3418.2,No
9396-ZSFLL,Female,No,No,15,Yes,DSL,Month-to-month,48.85,631.4,No
6464-KEXXH,Male,No,No,8,No,DSL,Month-to-month,25.25,186.3,No
7134-MJPDY,Female,No,No,66,Yes,Fiber optic,One year,102.85,6976.75,No
5240-CAOYT,Female,No,No,57,Yes,Fiber optic,Month-to-month,87.55,4884.85,No
4059-IIEBK,Female,No,No,7,Yes,Fiber optic,Month-to-month,78.55,522.95,No
